file	line	column	scope	package	production	family	api	env_bucket	env_expr	argv_expr	call_expr	enumeration_note	snapshot	enumeration_evidence	production_evidence	argv_trust	argv_trust_evidence	reachability	reachability_evidence	tier	environment_needs_if_bounded
tests/cli/test_worktree.py	884	18	TestOrphanedBranchPruning.test_prunes_orphaned_hermes_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""--format=%(refname:short)""]"	"subprocess.run( [""git"", ""branch"", ""--format=%(refname:short)""], capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	890	21	TestOrphanedBranchPruning.test_prunes_orphaned_hermes_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""list"", ""--porcelain""]"	"subprocess.run( [""git"", ""worktree"", ""list"", ""--porcelain""], capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	908	13	TestOrphanedBranchPruning.test_prunes_orphaned_hermes_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""-D""] + orphaned"	"subprocess.run( [""git"", ""branch"", ""-D""] + orphaned, capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	914	18	TestOrphanedBranchPruning.test_prunes_orphaned_hermes_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""--list"", ""hermes/hermes-deadbeef""]"	"subprocess.run( [""git"", ""branch"", ""--list"", ""hermes/hermes-deadbeef""], capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	922	9	TestOrphanedBranchPruning.test_prunes_orphaned_pr_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""pr-1234"", ""HEAD""]"	"subprocess.run( [""git"", ""branch"", ""pr-1234"", ""HEAD""], cwd=str(git_repo), capture_output=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	926	9	TestOrphanedBranchPruning.test_prunes_orphaned_pr_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""pr-5678"", ""HEAD""]"	"subprocess.run( [""git"", ""branch"", ""pr-5678"", ""HEAD""], cwd=str(git_repo), capture_output=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	931	18	TestOrphanedBranchPruning.test_prunes_orphaned_pr_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""--format=%(refname:short)""]"	"subprocess.run( [""git"", ""branch"", ""--format=%(refname:short)""], capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	945	9	TestOrphanedBranchPruning.test_prunes_orphaned_pr_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""-D""] + orphaned"	"subprocess.run( [""git"", ""branch"", ""-D""] + orphaned, capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	951	18	TestOrphanedBranchPruning.test_prunes_orphaned_pr_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""--format=%(refname:short)""]"	"subprocess.run( [""git"", ""branch"", ""--format=%(refname:short)""], capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	964	18	TestOrphanedBranchPruning.test_preserves_active_worktree_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""list"", ""--porcelain""]"	"subprocess.run( [""git"", ""worktree"", ""list"", ""--porcelain""], capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	977	18	TestOrphanedBranchPruning.test_preserves_main_branch	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""--format=%(refname:short)""]"	"subprocess.run( [""git"", ""branch"", ""--format=%(refname:short)""], capture_output=True, text=True, cwd=str(git_repo), )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	1041	9	TestWorktreeLockReaping._mk	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""add"", str(p), ""-b"", f""hermes/{name}"", ""HEAD""]"	"subprocess.run( [""git"", ""worktree"", ""add"", str(p), ""-b"", f""hermes/{name}"", ""HEAD""], cwd=repo, capture_output=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	1046	13	TestWorktreeLockReaping._mk	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""lock"", ""--reason"", f""hermes pid={pid}"", str(p)]"	"subprocess.run( [""git"", ""worktree"", ""lock"", ""--reason"", f""hermes pid={pid}"", str(p)], cwd=repo, capture_output=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	1052	13	TestWorktreeLockReaping._mk	tests	no	subprocess	subprocess.run	none		"[""git"", ""add"", ""work.txt""]"	"subprocess.run([""git"", ""add"", ""work.txt""], cwd=p, capture_output=True)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	1053	13	TestWorktreeLockReaping._mk	tests	no	subprocess	subprocess.run	none		"[""git"", ""commit"", ""-m"", ""wip""]"	"subprocess.run([""git"", ""commit"", ""-m"", ""wip""], cwd=p, capture_output=True)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	1110	9	TestWorktreeLockPredicate._mk_locked	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""add"", str(p), ""-b"", f""hermes/{name}"", ""HEAD""]"	"subprocess.run( [""git"", ""worktree"", ""add"", str(p), ""-b"", f""hermes/{name}"", ""HEAD""], cwd=repo, capture_output=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	1114	9	TestWorktreeLockPredicate._mk_locked	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""lock"", ""--reason"", reason, str(p)]"	"subprocess.run( [""git"", ""worktree"", ""lock"", ""--reason"", reason, str(p)], cwd=repo, capture_output=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree.py	1124	9	TestWorktreeLockPredicate.test_unlocked_returns_none	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""add"", str(p), ""-b"", ""hermes/hermes-x"", ""HEAD""]"	"subprocess.run( [""git"", ""worktree"", ""add"", str(p), ""-b"", ""hermes/hermes-x"", ""HEAD""], cwd=git_repo, capture_output=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_security.py	14	5	git_repo	tests	no	subprocess	subprocess.run	none		"[""git"", ""init""]"	"subprocess.run([""git"", ""init""], cwd=repo, check=True, capture_output=True)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_security.py	15	5	git_repo	tests	no	subprocess	subprocess.run	none		"[""git"", ""config"", ""user.email"", ""test@test.com""]"	"subprocess.run([""git"", ""config"", ""user.email"", ""test@test.com""], cwd=repo, check=True, capture_output=True)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_security.py	16	5	git_repo	tests	no	subprocess	subprocess.run	none		"[""git"", ""config"", ""user.name"", ""Test""]"	"subprocess.run([""git"", ""config"", ""user.name"", ""Test""], cwd=repo, check=True, capture_output=True)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_security.py	18	5	git_repo	tests	no	subprocess	subprocess.run	none		"[""git"", ""add"", "".""]"	"subprocess.run([""git"", ""add"", "".""], cwd=repo, check=True, capture_output=True)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_security.py	19	5	git_repo	tests	no	subprocess	subprocess.run	none		"[""git"", ""commit"", ""-m"", ""Initial commit""]"	"subprocess.run([""git"", ""commit"", ""-m"", ""Initial commit""], cwd=repo, check=True, capture_output=True)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_security.py	26	5	_force_remove_worktree	tests	no	subprocess	subprocess.run	none		"[""git"", ""worktree"", ""remove"", info[""path""], ""--force""]"	"subprocess.run( [""git"", ""worktree"", ""remove"", info[""path""], ""--force""], cwd=info[""repo_root""], capture_output=True, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_security.py	32	5	_force_remove_worktree	tests	no	subprocess	subprocess.run	none		"[""git"", ""branch"", ""-D"", info[""branch""]]"	"subprocess.run( [""git"", ""branch"", ""-D"", info[""branch""]], cwd=info[""repo_root""], capture_output=True, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cli/test_worktree_sync_base.py	22	12	_run	tests	no	subprocess	subprocess.run	none		args	subprocess.run(args, cwd=cwd, capture_output=True, text=True, timeout=30)	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cron/test_jobs_crossprocess_lock.py	86	13	test_jobs_lock_excludes_another_process	tests	no	subprocess	subprocess.Popen	none		[sys.executable, str(holder)]	subprocess.Popen([sys.executable, str(holder)])	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/cron/test_jobs_crossprocess_lock.py	109	25	test_jobs_lock_excludes_another_process	tests	no	subprocess	subprocess.Popen	none		[sys.executable, str(blocker)]	subprocess.Popen([sys.executable, str(blocker)])	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/conftest.py	30	13	_docker_available	tests	no	subprocess	subprocess.run	none		"[""docker"", ""info""]"	"subprocess.run( [""docker"", ""info""], capture_output=True, timeout=5, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/conftest.py	63	14	built_image	tests	no	subprocess	subprocess.run	none		"[""docker"", ""build"", ""-t"", IMAGE_TAG, repo_root]"	"subprocess.run( [""docker"", ""build"", ""-t"", IMAGE_TAG, repo_root], capture_output=True, text=True, timeout=1200, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/conftest.py	79	5	container_name	tests	no	subprocess	subprocess.run	none		"[""docker"", ""rm"", ""-f"", name]"	"subprocess.run( [""docker"", ""rm"", ""-f"", name], capture_output=True, timeout=10, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/conftest.py	120	12	docker_exec	tests	no	subprocess	subprocess.run	none		cmd	subprocess.run( cmd, capture_output=True, text=True, timeout=timeout, )	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/conftest.py	197	5	start_container	tests	no	subprocess	subprocess.run	none		args	subprocess.run(args, check=True, capture_output=True, timeout=timeout)	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/conftest.py	217	5	restart_container	tests	no	subprocess	subprocess.run	none		"[""docker"", ""restart"", container]"	"subprocess.run( [""docker"", ""restart"", container], check=True, capture_output=True, timeout=timeout, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/conftest.py	305	13	wait_for_docker_logs	tests	no	subprocess	subprocess.run	none		"[""docker"", ""logs"", container]"	"subprocess.run( [""docker"", ""logs"", container], capture_output=True, text=True, timeout=10, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/test_container_restart.py	28	12	_docker	tests	no	subprocess	subprocess.run	hidden_kwargs	kw	"[""docker"", *args]"	"subprocess.run( [""docker"", *args], capture_output=True, text=True, timeout=kw.pop(""timeout"", 60), **kw, )"	[VERIFIED: AST keyword/positional inspection] env may be supplied through **kwargs	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/test_docker_exec_privilege_drop.py	67	13	_wait_for_cont_init	tests	no	subprocess	subprocess.run	none		"[""docker"", ""exec"", container, ""cat"", ""/opt/data/logs/container-boot.log""]"	"subprocess.run( [""docker"", ""exec"", container, ""cat"", ""/opt/data/logs/container-boot.log""], capture_output=True, text=True, timeout=5, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
tests/docker/test_docker_exec_privilege_drop.py	86	5	sleep_container	tests	no	subprocess	subprocess.run	none		"[""docker"", ""rm"", ""-f"", container_name]"	"subprocess.run( [""docker"", ""rm"", ""-f"", container_name], capture_output=True, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
